,date,username,system_id,system,mode,test_tab_ref,testname,start_freq,stop_freq,step_freq,freq_list,set_power,pos_angle,signal_cat,pw,pri,ampl,rms_error,test_status,remarks,start_pw,stop_pw,step_pw,pw_list,freq,start_pri,stop_pri,step_pri,pri_list,start_ampl,stop_ampl,step_ampl,ampl_list,start_doa,stop_doa,step_doa,doa_list,start_sens,stop_sens,step_sens,sens_list
10,2024-04-26 12:06:58.428543,ravi,1.0,esm,INJECTION,esmpwacctest_2024_04_26_12_06_58,Pulse Width Test,,,,,-30.0,140.0,PULSE,,0.0,850.0,1.0,Incomplete,new row added,500.0,1000.0,50.0,"[123.6, 167, 189]",0.0,,,,,,,,,,,,,,,,
11,2024-04-26 11:54:54.026890,ravi,1.0,warner,RADIATION,warnerpwacctest_2024_04_26_11_54_54,Pulse Width Test,,,,,-30.0,140.0,PULSE,,0.0,850.0,1.0,Incomplete,new row added,500.0,1000.0,50.0,"[123.6, 167, 189]",0.0,,,,,,,,,,,,,,,,
12,2024-04-26 11:49:05.109030,ravi,1.0,rfps,RADIATION,rfpspwacctest_2024_04_26_11_49_05,Pulse Width Test,,,,,-30.0,140.0,PULSE,,0.0,850.0,1.0,Incomplete,new row added,500.0,1000.0,50.0,"[123.6, 167, 189]",0.0,,,,,,,,,,,,,,,,
13,2024-04-26 11:52:22.958914,ravi,1.0,rwr,INJECTION,rwrpwacctest_2024_04_26_11_52_22,Pulse Width Test,,,,,-30.0,140.0,PULSE,,0.0,850.0,1.0,Incomplete,new row added,500.0,1000.0,50.0,"[123.6, 167, 189]",0.0,,,,,,,,,,,,,,,,
14,2024-04-29 15:32:33.341588,NAVYA,3.0,esm,INJECTION,esmprimeastest_2024_04_29_15_32_33,PRI Test,,,,,-83.0,263.0,PULSE,170027.0,,-6.0,31.0,Completed,new row added,,,,,272.0,500.0,1000.0,50.0,,,,,,,,,,,,,
15,2024-04-29 15:32:33.343604,AKHIL,7.0,rwr,RADIATION,rwrprimeastest_2024_04_29_15_32_33,PRI Test,,,,,-15.0,29.0,CW,138262.0,,-4.0,65.0,Incomplete,new row added,,,,,32.0,500.0,1000.0,50.0,,,,,,,,,,,,,
16,2024-04-29 15:32:33.343604,AKHIL,1.0,warner,INJECTION,warnerprimeastest_2024_04_29_15_32_33,PRI Test,,,,,-34.0,137.0,PULSE,78330.0,,-22.0,22.0,Completed,new row added,,,,,918.0,500.0,1000.0,50.0,,,,,,,,,,,,,
17,2024-04-29 15:32:33.344591,AKHIL,6.0,warner,INJECTION,warnerprimeastest_2024_04_29_15_32_33,PRI Test,,,,,-49.0,183.0,PULSE,142868.0,,-17.0,59.0,Incomplete,new row added,,,,,420.0,500.0,1000.0,50.0,,,,,,,,,,,,,
18,2024-04-29 15:32:33.344591,ADITYA,1.0,rwr,RADIATION,rwrprimeastest_2024_04_29_15_32_33,PRI Test,,,,,-34.0,177.0,PULSE,227356.0,,-25.0,23.0,Incomplete,new row added,,,,,600.0,500.0,1000.0,50.0,,,,,,,,,,,,,
19,2024-04-29 15:32:37.613244,KALYANI,4.0,warner,RADIATION,warnerprimeastest_2024_04_29_15_32_37,PRI Test,,,,,-32.0,202.0,CW,244148.0,,-24.0,83.0,Incomplete,new row added,,,,,600.0,500.0,1000.0,50.0,,,,,,,,,,,,,
20,2024-04-29 15:32:37.616947,BHASKAR,6.0,rwr,RADIATION,rwrprimeastest_2024_04_29_15_32_37,PRI Test,,,,,-63.0,341.0,CW,27389.0,,-5.0,6.0,Incomplete,new row added,,,,,692.0,500.0,1000.0,50.0,,,,,,,,,,,,,
21,2024-04-29 15:32:37.620962,AKHIL,6.0,esm,INJECTION,esmprimeastest_2024_04_29_15_32_37,PRI Test,,,,,-87.0,66.0,CW,15307.0,,-25.0,3.0,Completed,new row added,,,,,288.0,500.0,1000.0,50.0,,,,,,,,,,,,,
22,2024-04-29 15:32:37.620962,SAGAR,3.0,warner,INJECTION,warnerprimeastest_2024_04_29_15_32_37,PRI Test,,,,,-49.0,296.0,PULSE,224308.0,,-15.0,67.0,Incomplete,new row added,,,,,560.0,500.0,1000.0,50.0,,,,,,,,,,,,,
23,2024-04-29 15:32:37.621948,NAVYA,9.0,esm,INJECTION,esmprimeastest_2024_04_29_15_32_37,PRI Test,,,,,-78.0,203.0,CW,143667.0,,-26.0,94.0,Incomplete,new row added,,,,,942.0,500.0,1000.0,50.0,,,,,,,,,,,,,
24,2024-04-29 15:30:12.629231,MADHAVI,5.0,rfps,RADIATION,rfpsamplacctest_2024_04_29_15_30_12,Amplitude Test,,,,,-1.0,9.0,CW,692.0,632.0,,31.0,Incomplete,new row added,,,,,-17.0,,,,,500.0,1000.0,50.0,,,,,,,,,
25,2024-04-29 15:30:12.630230,RAJU,2.0,warner,RADIATION,warneramplacctest_2024_04_29_15_30_12,Amplitude Test,,,,,-37.0,39.0,CW,238.0,524.0,,4.0,Incomplete,new row added,,,,,-24.0,,,,,500.0,1000.0,50.0,,,,,,,,,
26,2024-04-29 15:30:12.631230,KALYANI,9.0,rfps,INJECTION,rfpsamplacctest_2024_04_29_15_30_12,Amplitude Test,,,,,-25.0,356.0,PULSE,839.0,172.0,,54.0,Incomplete,new row added,,,,,-5.0,,,,,500.0,1000.0,50.0,,,,,,,,,
27,2024-04-29 15:30:12.631230,AKHIL,4.0,rwr,RADIATION,rwramplacctest_2024_04_29_15_30_12,Amplitude Test,,,,,-37.0,339.0,PULSE,176.0,18.0,,16.0,Incomplete,new row added,,,,,-13.0,,,,,500.0,1000.0,50.0,,,,,,,,,
28,2024-04-29 15:30:12.632230,NAVYA,8.0,esm,RADIATION,esmamplacctest_2024_04_29_15_30_12,Amplitude Test,,,,,-6.0,158.0,CW,781.0,179.0,,29.0,Completed,new row added,,,,,-17.0,,,,,500.0,1000.0,50.0,,,,,,,,,
29,2024-04-29 15:30:18.630104,MADHAVI,1.0,warner,RADIATION,warneramplacctest_2024_04_29_15_30_18,Amplitude Test,,,,,-74.0,172.0,CW,211.0,564.0,,26.0,Incomplete,new row added,,,,,-17.0,,,,,500.0,1000.0,50.0,,,,,,,,,
30,2024-04-29 15:30:18.634155,BHASKAR,2.0,warner,INJECTION,warneramplacctest_2024_04_29_15_30_18,Amplitude Test,,,,,-78.0,230.0,CW,59.0,754.0,,17.0,Incomplete,new row added,,,,,-1.0,,,,,500.0,1000.0,50.0,,,,,,,,,
31,2024-04-29 15:30:18.637468,AKHIL,5.0,rfps,INJECTION,rfpsamplacctest_2024_04_29_15_30_18,Amplitude Test,,,,,-2.0,268.0,CW,77.0,597.0,,71.0,Completed,new row added,,,,,-8.0,,,,,500.0,1000.0,50.0,,,,,,,,,
32,2024-04-29 15:30:18.637468,SAGAR,9.0,warner,INJECTION,warneramplacctest_2024_04_29_15_30_18,Amplitude Test,,,,,-50.0,130.0,CW,26.0,900.0,,32.0,Incomplete,new row added,,,,,-25.0,,,,,500.0,1000.0,50.0,,,,,,,,,
33,2024-04-29 15:30:18.638213,SATHISH,5.0,rfps,RADIATION,rfpsamplacctest_2024_04_29_15_30_18,Amplitude Test,,,,,-36.0,173.0,CW,585.0,294.0,,58.0,Completed,new row added,,,,,-24.0,,,,,500.0,1000.0,50.0,,,,,,,,,
34,2024-04-29 15:32:42.986438,BHASKAR,9.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_32_42,DOA Test,,,,,-56.0,,CW,217327.0,613.0,-27.0,78.0,Incomplete,new row added,,,,,227.0,,,,,,,,,500.0,1000.0,50.0,,,,,
35,2024-04-29 15:32:42.988423,NAVYA,5.0,rfps,INJECTION,rfpsdoameastest_2024_04_29_15_32_42,DOA Test,,,,,-29.0,,CW,190692.0,895.0,-11.0,58.0,Completed,new row added,,,,,16.0,,,,,,,,,500.0,1000.0,50.0,,,,,
36,2024-04-29 15:32:42.988423,KRISHNA,8.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_32_42,DOA Test,,,,,-76.0,,PULSE,241896.0,199.0,-13.0,10.0,Completed,new row added,,,,,251.0,,,,,,,,,500.0,1000.0,50.0,,,,,
37,2024-04-29 15:32:42.989423,SUDHAKAR,1.0,rfps,INJECTION,rfpsdoameastest_2024_04_29_15_32_42,DOA Test,,,,,-51.0,,PULSE,131703.0,101.0,-21.0,96.0,Incomplete,new row added,,,,,271.0,,,,,,,,,500.0,1000.0,50.0,,,,,
38,2024-04-29 15:32:42.989423,RAJU,7.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_32_42,DOA Test,,,,,-35.0,,CW,10451.0,62.0,-4.0,94.0,Incomplete,new row added,,,,,171.0,,,,,,,,,500.0,1000.0,50.0,,,,,
39,2024-04-29 15:32:45.287955,AKHIL,8.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_32_45,DOA Test,,,,,-15.0,,CW,5889.0,663.0,-16.0,99.0,Completed,new row added,,,,,199.0,,,,,,,,,500.0,1000.0,50.0,,,,,
40,2024-04-29 15:32:45.302177,KRISHNA,8.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_32_45,DOA Test,,,,,-82.0,,PULSE,164378.0,148.0,-9.0,7.0,Incomplete,new row added,,,,,122.0,,,,,,,,,500.0,1000.0,50.0,,,,,
41,2024-04-29 15:32:45.302177,SAGAR,2.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_32_45,DOA Test,,,,,-51.0,,PULSE,416.0,630.0,-13.0,2.0,Incomplete,new row added,,,,,172.0,,,,,,,,,500.0,1000.0,50.0,,,,,
42,2024-04-29 15:32:45.303180,NAVYA,1.0,rwr,INJECTION,rwrdoameastest_2024_04_29_15_32_45,DOA Test,,,,,-82.0,,PULSE,169155.0,435.0,-26.0,68.0,Completed,new row added,,,,,262.0,,,,,,,,,500.0,1000.0,50.0,,,,,
43,2024-04-29 15:32:45.304187,KALYANI,1.0,rwr,INJECTION,rwrdoameastest_2024_04_29_15_32_45,DOA Test,,,,,-32.0,,CW,199919.0,477.0,-25.0,69.0,Incomplete,new row added,,,,,303.0,,,,,,,,,500.0,1000.0,50.0,,,,,
44,2024-04-29 15:42:10.284464,BHASKAR,1.0,rfps,INJECTION,rfpsdoameastest_2024_04_29_15_42_10,DOA Test,,,,,-4.0,,PULSE,36985.0,482.0,-19.0,11.0,Incomplete,new row added,,,,,128.0,,,,,,,,,500.0,1000.0,50.0,,,,,
45,2024-04-29 15:42:10.288562,SAGAR,7.0,esm,INJECTION,esmdoameastest_2024_04_29_15_42_10,DOA Test,,,,,-1.0,,PULSE,233067.0,359.0,-9.0,73.0,Incomplete,new row added,,,,,179.0,,,,,,,,,500.0,1000.0,50.0,,,,,
46,2024-04-29 15:42:10.292294,SATHISH,9.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_42_10,DOA Test,,,,,-56.0,,PULSE,182669.0,850.0,-25.0,17.0,Completed,new row added,,,,,334.0,,,,,,,,,500.0,1000.0,50.0,,,,,
47,2024-04-29 15:42:10.292589,SUDHAKAR,7.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_42_10,DOA Test,,,,,-16.0,,PULSE,119993.0,68.0,-1.0,23.0,Incomplete,new row added,,,,,265.0,,,,,,,,,500.0,1000.0,50.0,,,,,
48,2024-04-29 15:42:10.292589,SAGAR,1.0,rwr,INJECTION,rwrdoameastest_2024_04_29_15_42_10,DOA Test,,,,,-86.0,,PULSE,94509.0,730.0,-28.0,63.0,Incomplete,new row added,,,,,39.0,,,,,,,,,500.0,1000.0,50.0,,,,,
49,2024-04-29 15:42:32.769567,SUDHAKAR,6.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_42_32,DOA Test,,,,,-84.0,,CW,172117.0,443.0,-12.0,95.0,Completed,new row added,,,,,30.0,,,,,,,,,500.0,1000.0,50.0,,,,,
50,2024-04-29 15:42:32.769567,ADITYA,6.0,warner,INJECTION,warnerdoameastest_2024_04_29_15_42_32,DOA Test,,,,,-78.0,,CW,135850.0,882.0,-10.0,95.0,Completed,new row added,,,,,169.0,,,,,,,,,500.0,1000.0,50.0,,,,,
51,2024-04-29 15:42:32.769567,AKHIL,1.0,warner,INJECTION,warnerdoameastest_2024_04_29_15_42_32,DOA Test,,,,,-13.0,,CW,14541.0,748.0,-26.0,75.0,Completed,new row added,,,,,4.0,,,,,,,,,500.0,1000.0,50.0,,,,,
52,2024-04-29 15:42:32.769567,AKHIL,2.0,warner,RADIATION,warnerdoameastest_2024_04_29_15_42_32,DOA Test,,,,,-30.0,,CW,210518.0,268.0,-19.0,44.0,Incomplete,new row added,,,,,107.0,,,,,,,,,500.0,1000.0,50.0,,,,,
53,2024-04-29 15:42:32.769567,SUDHAKAR,9.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_42_32,DOA Test,,,,,-55.0,,PULSE,207840.0,431.0,-1.0,25.0,Completed,new row added,,,,,31.0,,,,,,,,,500.0,1000.0,50.0,,,,,
54,2024-04-29 15:42:34.732095,SATHISH,1.0,rwr,INJECTION,rwrdoameastest_2024_04_29_15_42_34,DOA Test,,,,,-56.0,,PULSE,181470.0,854.0,-2.0,45.0,Incomplete,new row added,,,,,323.0,,,,,,,,,500.0,1000.0,50.0,,,,,
55,2024-04-29 15:42:34.736298,SUDHAKAR,8.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_42_34,DOA Test,,,,,-11.0,,CW,60503.0,315.0,-3.0,6.0,Incomplete,new row added,,,,,320.0,,,,,,,,,500.0,1000.0,50.0,,,,,
56,2024-04-29 15:42:34.739800,KALYANI,8.0,rwr,INJECTION,rwrdoameastest_2024_04_29_15_42_34,DOA Test,,,,,-63.0,,CW,191893.0,545.0,-12.0,63.0,Incomplete,new row added,,,,,103.0,,,,,,,,,500.0,1000.0,50.0,,,,,
57,2024-04-29 15:42:34.740260,JASWANTH,2.0,esm,INJECTION,esmdoameastest_2024_04_29_15_42_34,DOA Test,,,,,-39.0,,CW,182072.0,45.0,-22.0,17.0,Completed,new row added,,,,,160.0,,,,,,,,,500.0,1000.0,50.0,,,,,
58,2024-04-29 15:42:34.741263,SATHISH,9.0,rwr,RADIATION,rwrdoameastest_2024_04_29_15_42_34,DOA Test,,,,,-86.0,,PULSE,247725.0,441.0,-17.0,13.0,Incomplete,new row added,,,,,232.0,,,,,,,,,500.0,1000.0,50.0,,,,,
59,2024-04-29 15:42:39.844403,RAJU,7.0,rfps,INJECTION,rfpsdoameastest_2024_04_29_15_42_39,DOA Test,,,,,-80.0,,CW,152708.0,400.0,-24.0,91.0,Incomplete,new row added,,,,,167.0,,,,,,,,,500.0,1000.0,50.0,,,,,
60,2024-04-29 15:42:39.846404,RAJU,9.0,esm,RADIATION,esmdoameastest_2024_04_29_15_42_39,DOA Test,,,,,-45.0,,CW,33871.0,572.0,-2.0,23.0,Completed,new row added,,,,,121.0,,,,,,,,,500.0,1000.0,50.0,,,,,
61,2024-04-29 15:42:39.847402,JASWANTH,4.0,warner,INJECTION,warnerdoameastest_2024_04_29_15_42_39,DOA Test,,,,,-23.0,,PULSE,29855.0,91.0,-21.0,18.0,Completed,new row added,,,,,58.0,,,,,,,,,500.0,1000.0,50.0,,,,,
62,2024-04-29 15:42:39.847402,BHASKAR,6.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_42_39,DOA Test,,,,,-37.0,,PULSE,236686.0,338.0,-3.0,54.0,Completed,new row added,,,,,139.0,,,,,,,,,500.0,1000.0,50.0,,,,,
63,2024-04-29 15:42:39.848401,RAJU,5.0,rfps,RADIATION,rfpsdoameastest_2024_04_29_15_42_39,DOA Test,,,,,-29.0,,PULSE,256512.0,770.0,-23.0,98.0,Completed,new row added,,,,,348.0,,,,,,,,,500.0,1000.0,50.0,,,,,
64,2024-04-29 15:47:01.791054,RAJU,1.0,esm,RADIATION,esmdoameastest_2024_04_29_15_47_01,DOA Test,,,,,-37.0,,PULSE,101221.0,180.0,-24.0,89.0,Completed,new row added,,,,,281.0,,,,,,,,,500.0,1000.0,50.0,,,,,
65,2024-04-29 15:47:01.791054,RAJU,1.0,warner,RADIATION,warnerdoameastest_2024_04_29_15_47_01,DOA Test,,,,,-34.0,,PULSE,122192.0,992.0,-12.0,16.0,Incomplete,new row added,,,,,78.0,,,,,,,,,500.0,1000.0,50.0,,,,,
66,2024-04-29 15:47:01.806664,SAGAR,4.0,rwr,INJECTION,rwrdoameastest_2024_04_29_15_47_01,DOA Test,,,,,-79.0,,PULSE,197465.0,234.0,-7.0,96.0,Completed,new row added,,,,,278.0,,,,,,,,,500.0,1000.0,50.0,,,,,
67,2024-04-29 15:47:01.806664,NAVYA,1.0,esm,RADIATION,esmdoameastest_2024_04_29_15_47_01,DOA Test,,,,,-56.0,,PULSE,175347.0,693.0,-12.0,15.0,Incomplete,new row added,,,,,38.0,,,,,,,,,500.0,1000.0,50.0,,,,,
68,2024-04-29 15:47:01.806664,KRISHNA,1.0,esm,INJECTION,esmdoameastest_2024_04_29_15_47_01,DOA Test,,,,,-52.0,,CW,212926.0,516.0,-6.0,79.0,Incomplete,new row added,,,,,333.0,,,,,,,,,500.0,1000.0,50.0,,,,,
69,2024-04-29 15:32:09.228010,RAJU,7.0,rwr,RADIATION,rwrsensmeastest_2024_04_29_15_32_09,Sensitivity Test,,,,,-23.0,113.0,CW,,137.0,-19.0,8.0,Incomplete,new row added,,,,,223996.0,,,,,,,,,,,,,500.0,1000.0,50.0,
70,2024-04-29 15:32:09.229013,AKHIL,4.0,rfps,RADIATION,rfpssensmeastest_2024_04_29_15_32_09,Sensitivity Test,,,,,-46.0,13.0,PULSE,,643.0,-6.0,10.0,Incomplete,new row added,,,,,44454.0,,,,,,,,,,,,,500.0,1000.0,50.0,
71,2024-04-29 15:32:09.230022,SUDHAKAR,3.0,rfps,INJECTION,rfpssensmeastest_2024_04_29_15_32_09,Sensitivity Test,,,,,-41.0,309.0,PULSE,,776.0,-1.0,1.0,Incomplete,new row added,,,,,219988.0,,,,,,,,,,,,,500.0,1000.0,50.0,
72,2024-04-29 15:32:09.230022,SAGAR,3.0,warner,RADIATION,warnersensmeastest_2024_04_29_15_32_09,Sensitivity Test,,,,,-72.0,329.0,CW,,182.0,-30.0,85.0,Incomplete,new row added,,,,,54898.0,,,,,,,,,,,,,500.0,1000.0,50.0,
73,2024-04-29 15:32:09.231008,KRISHNA,1.0,rfps,RADIATION,rfpssensmeastest_2024_04_29_15_32_09,Sensitivity Test,,,,,-43.0,201.0,CW,,16.0,-29.0,79.0,Incomplete,new row added,,,,,108358.0,,,,,,,,,,,,,500.0,1000.0,50.0,
74,2024-04-29 15:32:14.623728,AKHIL,7.0,warner,RADIATION,warnersensmeastest_2024_04_29_15_32_14,Sensitivity Test,,,,,-6.0,21.0,CW,,355.0,-15.0,64.0,Completed,new row added,,,,,293842.0,,,,,,,,,,,,,500.0,1000.0,50.0,
75,2024-04-29 15:32:14.627782,KALYANI,3.0,rfps,RADIATION,rfpssensmeastest_2024_04_29_15_32_14,Sensitivity Test,,,,,-7.0,99.0,PULSE,,858.0,-13.0,54.0,Incomplete,new row added,,,,,220876.0,,,,,,,,,,,,,500.0,1000.0,50.0,
76,2024-04-29 15:32:14.631918,SATHISH,6.0,rfps,INJECTION,rfpssensmeastest_2024_04_29_15_32_14,Sensitivity Test,,,,,-67.0,156.0,PULSE,,752.0,-1.0,74.0,Incomplete,new row added,,,,,193455.0,,,,,,,,,,,,,500.0,1000.0,50.0,
77,2024-04-29 15:32:14.631918,AKHIL,2.0,rwr,RADIATION,rwrsensmeastest_2024_04_29_15_32_14,Sensitivity Test,,,,,-68.0,166.0,CW,,848.0,-26.0,97.0,Completed,new row added,,,,,275868.0,,,,,,,,,,,,,500.0,1000.0,50.0,
78,2024-04-29 15:32:14.632917,SAGAR,5.0,rfps,INJECTION,rfpssensmeastest_2024_04_29_15_32_14,Sensitivity Test,,,,,-19.0,278.0,CW,,956.0,-19.0,95.0,Completed,new row added,,,,,264196.0,,,,,,,,,,,,,500.0,1000.0,50.0,
79,2024-04-29 15:41:19.383688,KRISHNA,8.0,warner,INJECTION,warnersensmeastest_2024_04_29_15_41_19,Sensitivity Test,,,,,-49.0,147.0,CW,,457.0,-18.0,64.0,Completed,new row added,,,,,223271.0,,,,,,,,,,,,,500.0,1000.0,50.0,
80,2024-04-29 15:41:19.385687,KALYANI,2.0,rwr,INJECTION,rwrsensmeastest_2024_04_29_15_41_19,Sensitivity Test,,,,,-7.0,66.0,CW,,439.0,-11.0,16.0,Incomplete,new row added,,,,,276870.0,,,,,,,,,,,,,500.0,1000.0,50.0,
81,2024-04-29 15:41:19.387731,NAVYA,4.0,rwr,INJECTION,rwrsensmeastest_2024_04_29_15_41_19,Sensitivity Test,,,,,-10.0,187.0,CW,,708.0,-18.0,80.0,Completed,new row added,,,,,175222.0,,,,,,,,,,,,,500.0,1000.0,50.0,
82,2024-04-29 15:41:19.387731,SUDHAKAR,6.0,esm,INJECTION,esmsensmeastest_2024_04_29_15_41_19,Sensitivity Test,,,,,-80.0,142.0,PULSE,,163.0,-17.0,28.0,Completed,new row added,,,,,256996.0,,,,,,,,,,,,,500.0,1000.0,50.0,
83,2024-04-29 15:41:19.388685,SAGAR,7.0,rwr,INJECTION,rwrsensmeastest_2024_04_29_15_41_19,Sensitivity Test,,,,,-8.0,72.0,CW,,248.0,-6.0,25.0,Completed,new row added,,,,,154312.0,,,,,,,,,,,,,500.0,1000.0,50.0,
